name,location,address1,city,state,zip,full_address
Family Dollar #824,Braddock Hills Shopping Center,1500 Yost Boulevard,Braddock Hills,PA,15221,"1500 Yost Boulevard Braddock Hills, PA 15221"
Family Dollar #2464,Union Square,32 Davis St,Bradford,PA,16701,"32 Davis St Bradford, PA 16701"
Family Dollar #4262,Pullman Square Shopping Center,120 Pullman Sq,Butler,PA,16001,"120 Pullman Sq Butler, PA 16001"
Family Dollar #3164,West Pike Plaza,594 W Pike St,Canonsburg,PA,15317,"594 W Pike St Canonsburg, PA 15317"
Family Dollar #6751,Southgate Shp Ctr,221 Southgate Mall,Chambersburg,PA,17201,"221 Southgate Mall Chambersburg, PA 17201"
Family Dollar #4529,Caln Plaza,1843 E Lincoln Hwy,Coatesville,PA,19320,"1843 E Lincoln Hwy Coatesville, PA 19320"
Family Dollar #1680,Columbia Shopping Center (Anne,24 S 18th St,Columbia,PA,17512,"24 S 18th St Columbia, PA 17512"
Family Dollar #3074,Connellsville Plaza,208 Memorial Blvd,Connellsville,PA,15425,"208 Memorial Blvd Connellsville, PA 15425"
Family Dollar #2784,Corry Plaza,128 W Smith St,Corry,PA,16407,"128 W Smith St Corry, PA 16407"
Family Dollar #2104,Main Street Mall,100 North Main Street,Du Bois,PA,15801,"100 North Main Street Du Bois, PA 15801"
Family Dollar #1821,Hollidaysburg Plaza Shopping C,118 Hollidaysburg Plz,Duncansville,PA,16635,"118 Hollidaysburg Plz Duncansville, PA 16635"
Family Dollar #8526,4545 Milford Road, Suite 150,East Stroudsburg,PA,18302," Suite 150 East Stroudsburg, PA 18302"
Family Dollar #3293,Elizabethtown Commons,1575 S Market St,Elizabethtown,PA,17022,"1575 S Market St Elizabethtown, PA 17022"
Family Dollar #3801,Northstar Plaza,227 State Route 288,Ellwood City,PA,16117,"227 State Route 288 Ellwood City, PA 16117"
Family Dollar #989,Cloister Shopping Center,130 N Reading Rd,Ephrata,PA,17522,"130 N Reading Rd Ephrata, PA 17522"
Family Dollar #1760,Commodore Perry Plaza,2226 Broad St,Erie,PA,16503,"2226 Broad St Erie, PA 16503"
Family Dollar #3529,Tops Plaza,1530 W 26th St Unit D-E,Erie,PA,16508,"1530 W 26th St Unit D-E Erie, PA 16508"
Family Dollar #3779,East Erie Plaza,856 E 6th St,Erie,PA,16507,"856 E 6th St Erie, PA 16507"
Family Dollar #3437,Greensburg Shopping Ctr,400 E Pittsburgh St,Greensburg,PA,15601,"400 E Pittsburgh St Greensburg, PA 15601"
Family Dollar #3545,York Mini-Mall,398 York St,Hanover,PA,17331,"398 York St Hanover, PA 17331"
Family Dollar #1059,Kline Village Shopping Center,134 Kline Village,Harrisburg,PA,17104,"134 Kline Village Harrisburg, PA 17104"
Family Dollar #3369,Church Hill Mall,1075 N Church St,Hazle Township,PA,18202,"1075 N Church St Hazle Township, PA 18202"
Family Dollar #2439,Johnsonburg Plaza,438 Wilcox Road,Johnsonburg,PA,15845,"438 Wilcox Road Johnsonburg, PA 15845"
Family Dollar #5083,Benscreek Shopping Ctr,133 Tire Hill Rd,Johnstown,PA,15905,"133 Tire Hill Rd Johnstown, PA 15905"
Family Dollar #815,Richland Plaza,1227 Scalp Avenue,Johnstown,PA,15904,"1227 Scalp Avenue Johnstown, PA 15904"
Family Dollar #7712,Hyde Park Plaza,451 Hyde Park Road,Leechburg,PA,15656,"451 Hyde Park Road Leechburg, PA 15656"
Family Dollar #2155,Greencastle Center,410 West King Street,Littlestown,PA,17340,"410 West King Street Littlestown, PA 17340"
Family Dollar #3157,Luzerne Shopping Center,562 Union St,Luzerne,PA,18709,"562 Union St Luzerne, PA 18709"
Family Dollar #3225,Southgate Plaza,662 Main St,Lykens,PA,17048,"662 Main St Lykens, PA 17048"
Family Dollar #988,Penn Village Shp Ctr,182 Buchanan Trl Ste 165,Mcconnellsburg,PA,17233,"182 Buchanan Trl Ste 165 Mcconnellsburg, PA 17233"
Family Dollar #775,Mckees Rocks Plaza Shopping Ce,152 Mc Kees Rocks Plz,Mc Kees Rocks,PA,15136,"152 Mc Kees Rocks Plz Mc Kees Rocks, PA 15136"
Family Dollar #2284,Juniata Valley Shopping Center,4048 William Penn Hwy,Mifflintown,PA,17059,"4048 William Penn Hwy Mifflintown, PA 17059"
Family Dollar #2147,Pottsville-Minersville Highway,60 Kings Village,Minersville,PA,17954,"60 Kings Village Minersville, PA 17954"
Family Dollar #2276,Mon Valley Shopping Center,301 E Donner Ave,Monessen,PA,15062,"301 E Donner Ave Monessen, PA 15062"
Family Dollar #7987,Po Box 464,Rte 390 & Oak Lane,Mountainhome,PA,18342,"Rte 390 & Oak Lane Mountainhome, PA 18342"
Family Dollar #3218,Cascade Galleria,100 S Jefferson St,New Castle,PA,16101,"100 S Jefferson St New Castle, PA 16101"
Family Dollar #3888,Big Lots Shp Ctr,2611 Ellwood Rd,New Castle,PA,16101,"2611 Ellwood Rd New Castle, PA 16101"
Family Dollar #4122,Call'S Plaza,1702 Wilmington Rd,New Castle,PA,16105,"1702 Wilmington Rd New Castle, PA 16105"
Family Dollar #2107,New Holland Shopping Center,675 West Main Street,New Holland,PA,17557,"675 West Main Street New Holland, PA 17557"
Family Dollar #1076,New Oxford Shopping Center,360 Lincoln Way East,New Oxford,PA,17350,"360 Lincoln Way East New Oxford, PA 17350"
Family Dollar #1769,Great Valley Mart,355 Lincoln Hwy,N Versailles,PA,15137,"355 Lincoln Hwy N Versailles, PA 15137"
Family Dollar #3339,Parkesburg Center,120 First Ave,Parkesburg,PA,19365,"120 First Ave Parkesburg, PA 19365"
Family Dollar #2871,Adams Run Shopping Center,6201 N Front St,Philadelphia,PA,19120,"6201 N Front St Philadelphia, PA 19120"
Family Dollar #3153,Wadsworth Plaza,1600 E Wadsworth Ave Ste B,Philadelphia,PA,19150,"1600 E Wadsworth Ave Ste B Philadelphia, PA 19150"
Family Dollar #3364,W W Woolworth Shop Ctr,7310 Frankford Ave #14,Philadelphia,PA,19136,"7310 Frankford Ave #14 Philadelphia, PA 19136"
Family Dollar #6659,Philadelphia,5814 Woodland Avenue,Philadelphia,PA,19143,"5814 Woodland Avenue Philadelphia, PA 19143"
Family Dollar #6929,Pelham Plaza,6555 Greene St,Philadelphia,PA,19119,"6555 Greene St Philadelphia, PA 19119"
Family Dollar #7150,Plaza Of Americas,1500 East Erie Avenue,Philadelphia,PA,19124,"1500 East Erie Avenue Philadelphia, PA 19124"
Family Dollar #8371,1700 Washington, Ave.,Philadelphia,PA,19146," Ave. Philadelphia, PA 19146"
Family Dollar #1982,Shady Hill Center,6320 Shakespeare St,Pittsburgh,PA,15206,"6320 Shakespeare St Pittsburgh, PA 15206"
Family Dollar #6598,Eastwood Shp Ctr,9010 Frankstown Rd,Pittsburgh,PA,15235,"9010 Frankstown Rd Pittsburgh, PA 15235"
Family Dollar #5224,Curry Hollow Centre,340 Curry Hollow Rd,Pleasant Hills,PA,15236,"340 Curry Hollow Rd Pleasant Hills, PA 15236"
Family Dollar #1955,Riverside Plaza,3670 Portage St,Portage,PA,15946,"3670 Portage St Portage, PA 15946"
Family Dollar #3556,Punxy Plaza Shp Ctr,561 W Mahoning St,Punxsutawney,PA,15767,"561 W Mahoning St Punxsutawney, PA 15767"
Family Dollar #3115,Townsedge Shp Ctr,106 Townsedge Dr,Quarryville,PA,17566,"106 Townsedge Dr Quarryville, PA 17566"
Family Dollar #6455,Reading Station,951 N 6th St Ste #117,Reading,PA,19601,"951 N 6th St Ste #117 Reading, PA 19601"
Family Dollar #2102,Sharon City Center,100 South Water Avenue,Sharon,PA,16146,"100 South Water Avenue Sharon, PA 16146"
Family Dollar #6947,Chester Pike Plaza,1440 Chester Pike,Sharon Hill,PA,19079,"1440 Chester Pike Sharon Hill, PA 19079"
Family Dollar #3961,Spring Forge Shops,450 N Main St,Spring Grove,PA,17362,"450 N Main St Spring Grove, PA 17362"
Family Dollar #3684,Sunbury Plaza Shp Ctr,1125 N 4th St,Sunbury,PA,17801,"1125 N 4th St Sunbury, PA 17801"
Family Dollar #7937,Colonial Plaza Shopping Center,59 Reuter Blvd.,Towanda,PA,18848,"59 Reuter Blvd. Towanda, PA 18848"
Family Dollar #4353,Super Duper Shp Ctr,575 Elmira St,Troy,PA,16947,"575 Elmira St Troy, PA 16947"
Family Dollar #2457,Tyrone Area Shopping Center,1 Tyrone Shopping Center,Tyrone,PA,16686,"1 Tyrone Shopping Center Tyrone, PA 16686"
Family Dollar #2193,Uniontown Shopping Center,575 Morgantown Road,Uniontown,PA,15401,"575 Morgantown Road Uniontown, PA 15401"
Family Dollar #781,Upland Shopping Center,896 Upland Ave,Upland,PA,19013,"896 Upland Ave Upland, PA 19013"
Family Dollar #7566,Warminster Square Shopping Cen,1491 W Street Rd,Warminster,PA,18974,"1491 W Street Rd Warminster, PA 18974"
Family Dollar #2467,Duquesne Village,1868 Homeville Rd,West Mifflin,PA,15122,"1868 Homeville Rd West Mifflin, PA 15122"
Family Dollar #7983,Woodlyn Plaza,1936 Macdade Boulevard,Woodlyn,PA,19094,"1936 Macdade Boulevard Woodlyn, PA 19094"
Family Dollar #2174,Mount Rose Shopping Center,1025 Mount Rose Avenue,York,PA,17403,"1025 Mount Rose Avenue York, PA 17403"
Family Dollar #4990,Yorktown Mall,133 N Duke St,York,PA,17401,"133 N Duke St York, PA 17401"
