name,address1,city,state,zip,full_address,g_lat,g_lon,g_country,g_state,g_county,g_city,g_postcode,g_street,g_number,g_confidence,g_formatted,g_quality
Dollar General # 17987,3575 Millers Run Rd,Cecil,PA,15321,"3575 Millers Run Rd Cecil, PA 15321",40.321021,-80.2304623,USA,Pennsylvania,Washington County,Cecil Township,15321,Millers Run Road,,9,"Millers Run Road, Cecil Township, PA 15321, United States of America",street
Dollar General # 17413,604 S Pike Rd Ste 200,Sarver,PA,16055,"604 S Pike Rd Ste 200 Sarver, PA 16055",40.702492,-79.721965,United States of America,Pennsylvania,,Sarver,,S Pike Rd,,8,"S Pike Rd, Sarver, PA, United States of America",street
Dollar General # 6675,124 W Pike St,Houston,PA,15342,"124 W Pike St Houston, PA 15342",40.248703,-80.210643,USA,Pennsylvania,Washington County,Houston,15342,West Pike Street,124,10,"124 West Pike Street, Houston, PA 15342, United States of America",number
Dollar General # 12079,121 Sr 166,Republic,PA,15475,"121 Sr 166 Republic, PA 15475",39.966537,-79.877109,United States of America,Pennsylvania,,Republic,,State Rte 166,,8,"State Rte 166, Republic, PA, United States of America",street
Dollar General # 11347,3373 Springfield Pike,Normalville,PA,15469,"3373 Springfield Pike Normalville, PA 15469",39.997418,-79.447799,USA,Pennsylvania,Fayette County,Connellsville Township,15469,Springfield Pike,3373,10,"3373 Springfield Pike, Connellsville Township, PA 15469, United States of America",number
Dollar General # 4990,926 5th Ave,Coraopolis,PA,15108,"926 5th Ave Coraopolis, PA 15108",40.5177866,-80.16570350000001,USA,Pennsylvania,Allegheny County,Coraopolis,15108,5th Avenue,926,10,"Dollar General, 926 5th Avenue, Coraopolis, PA 15108, United States of America",number
Dollar General # 11328,315 W Barr St,Mcdonald,PA,15057,"315 W Barr St Mcdonald, PA 15057",40.3667115,-80.2374401,USA,Pennsylvania,Washington County,McDonald,15057,West Barr Street,315,10,"315 West Barr Street, McDonald, PA 15057, United States of America",number
Dollar General # 2096,612 Pittsburgh Rd,Uniontown,PA,15401,"612 Pittsburgh Rd Uniontown, PA 15401",41.3757945,-79.8537467,USA,Pennsylvania,Venango County,Sandycreek Township,16323,Pittsburgh Road,,9,"Pittsburgh Road, Sandycreek Township, PA 16323, United States of America",street
Dollar General # 14216,1236 Connellsville St.,Lemont Furnace,PA,15456,"1236 Connellsville St. Lemont Furnace, PA 15456",39.915112,-79.682587,United States of America,Pennsylvania,,Lemont Furnace,,Connellsville Rd,,9,"Connellsville Rd, Lemont Furnace, PA, United States of America",street
Dollar General # 7065,474 N Gallatin Ave,Uniontown,PA,15401,"474 N Gallatin Ave Uniontown, PA 15401",39.9121644,-79.71136060000001,USA,Pennsylvania,Fayette County,Uniontown,15401,North Gallatin Avenue,474,10,"474 North Gallatin Avenue, Uniontown, PA 15401, United States of America",number
Dollar General # 3388,470 Penn Lincoln Dr,Imperial,PA,15126,"470 Penn Lincoln Dr Imperial, PA 15126",40.449517,-80.248717,United States of America,Pennsylvania,,Imperial,,Lincoln Hwy,,7,"Lincoln Hwy, Imperial, PA, United States of America",street
Dollar General # 17391,273 Mcclellandtown Rd,Uniontown,PA,15401,"273 Mcclellandtown Rd Uniontown, PA 15401",39.9022259,-79.742116,USA,Pennsylvania,Fayette County,Uniontown,15401,McClellandtown Road,,9,"McClellandtown Road, Uniontown, PA 15401, United States of America",street
Dollar General # 8249,403 W Main Street,Saxonburg,PA,16056,"403 W Main Street Saxonburg, PA 16056",40.7505254,-79.81654,USA,Pennsylvania,Butler County,Saxonburg,16056,West Main Street,403,10,"403 West Main Street, Saxonburg, PA 16056, United States of America",number
Dollar General # 8758,710 Jefferson Ave,Washington,PA,15301,"710 Jefferson Ave Washington, PA 15301",40.1782781,-80.25931300000001,USA,Pennsylvania,Washington County,Washington,15301,Jefferson Avenue,710,10,"710 Jefferson Avenue, Washington, PA 15301, United States of America",number
Dollar General # 10354,935 Henderson Ave Ste 103,Washington,PA,15301,"935 Henderson Ave Ste 103 Washington, PA 15301",40.2004394,-80.27194660000001,USA,Pennsylvania,Washington County,Canton Township,15301,Henderson Avenue,935,10,"935 Henderson Avenue, Canton Township, PA 15301, United States of America",number
Dollar General # 13148,968 N. Eighty Eight Rd.,Rices Landing,PA,15357,"968 N. Eighty Eight Rd. Rices Landing, PA 15357",39.938515,-80.011977,United States of America,Pennsylvania,,Rices Landing,,Eighty Eight,,6,"Eighty Eight, Rices Landing, PA, United States of America",street
Dollar General # 13619,1137 National Pike Hwy.,Uniontown,PA,15401,"1137 National Pike Hwy. Uniontown, PA 15401",39.882439,-79.705601,United States of America,Pennsylvania,,Uniontown,,National Pike,,9,"National Pike, Uniontown, PA, United States of America",street
Dollar General # 15903,176 Main St,Hickory,PA,15340,"176 Main St Hickory, PA 15340",40.2962433,-80.3244421,USA,Pennsylvania,Washington County,Mount Pleasant Township,15340,Main Street,176,10,"176 Main Street, Mount Pleasant Township, PA 15340, United States of America",number
Dollar General # 17751,1110 Clinton Rd,Clinton,PA,15026,"1110 Clinton Rd Clinton, PA 15026",40.4955238,-80.28872490000001,USA,Pennsylvania,Allegheny County,Findlay Township,15026,Clinton Road,1110,10,"1110 Clinton Road, Findlay Township, PA 15026, United States of America",number
Dollar General # 7183,612 Merchant St,Ambridge,PA,15003,"612 Merchant St Ambridge, PA 15003",40.5870591,-80.2273725,USA,Pennsylvania,Beaver County,Ambridge,15003,Merchant Street,612,10,"Dollar General, 612 Merchant Street, Ambridge, PA 15003, United States of America",number
Dollar General # 18207,11268 Us Route 422,Elderton,PA,15736,"11268 Us Route 422 Elderton, PA 15736",40.701487,-79.347966,United States of America,Pennsylvania,,Elderton,,US Hwy 422,,9,"US Hwy 422, Elderton, PA, United States of America",street
Dollar General # 17257,2180 Park Ave,Washington,PA,15301,"2180 Park Ave Washington, PA 15301",40.1329539,-80.281794,USA,Pennsylvania,Washington County,North Franklin Township,15301,Park Avenue,2180,10,"2180 Park Avenue, North Franklin Township, PA 15301, United States of America",number
Dollar General # 14159,8387 State Rte 422 West,Shelocta,PA,15774,"8387 State Rte 422 West Shelocta, PA 15774",40.654101,-79.28490499999999,United States of America,Pennsylvania,,Shelocta,,Rte 422 W,,5,"Rte 422 W, Shelocta, PA, United States of America",street
Dollar General # 7156,398 S Eighty Eight Rd,Carmichaels,PA,15320,"398 S Eighty Eight Rd Carmichaels, PA 15320",39.885016,-79.969869,United States of America,Pennsylvania,,Carmichaels,,S Eighty Eight Rd,,7,"S Eighty Eight Rd, Carmichaels, PA, United States of America",street
Dollar General # 4323,1888 Mcclellandtown Rd,Masontown,PA,15461,"1888 Mcclellandtown Rd Masontown, PA 15461",39.8504671,-79.92149329999999,USA,Pennsylvania,Fayette County,Masontown,15461,McClellandtown Road,,9,"McClellandtown Road, Masontown, PA 15461, United States of America",street
Dollar General # 3315,2100 Brodhead,Aliquippa,PA,15001,"2100 Brodhead Aliquippa, PA 15001",40.6121439,-80.28429130000001,USA,Pennsylvania,Beaver County,Hopewell Township,15001,Brodhead Road,,8,"Brodhead Road, Hopewell Township, PA 15001, United States of America",street
Dollar General # 15942,1500 Fourth Ave,Ford City,PA,16226,"1500 Fourth Ave Ford City, PA 16226",40.777424,-79.525442,United States of America,Pennsylvania,,Ford City,,4th Ave,,9,"4th Ave, Ford City, PA, United States of America",street
Dollar General # 4419,110 S Main St,Homer City,PA,15748,"110 S Main St Homer City, PA 15748",40.5403259,-79.1599691,USA,Pennsylvania,Indiana County,Homer City,15748,South Main Street,110,10,"110 South Main Street, Homer City, PA 15748, United States of America",number
Dollar General # 14300,379 Pittsburgh Rd.,Butler,PA,16002,"379 Pittsburgh Rd. Butler, PA 16002",40.841675,-79.91888950000001,USA,Pennsylvania,Butler County,Butler Township,16045,Pittsburgh Road,,9,"Pittsburgh Road, Butler Township, PA 16045, United States of America",street
Dollar General # 18469,546 Georges Fairchance Rd,Uniontown,PA,15401,"546 Georges Fairchance Rd Uniontown, PA 15401",39.835955,-79.748986,United States of America,Pennsylvania,,Uniontown,,Georges Fairchance Rd,546,10,"546 Georges Fairchance Rd, Uniontown, PA, United States of America",number
Dollar General # 14225,215 13th Street,New Florence,PA,15944,"215 13th Street New Florence, PA 15944",40.378319,-79.071534,USA,Pennsylvania,Westmoreland County,New Florence,15944,13th Street,215,10,"215 13th Street, New Florence, PA 15944, United States of America",number
Dollar General # 7416,112 S Washington St,Masontown,PA,15461,"112 S Washington St Masontown, PA 15461",39.8451079,-79.9009834,USA,Pennsylvania,Fayette County,Masontown,15461,South Washington Street,112,10,"112 South Washington Street, Masontown, PA 15461, United States of America",number
Dollar General # 12765,2440 Philadelphia St,Indiana,PA,15701,"2440 Philadelphia St Indiana, PA 15701",40.6216842,-79.19226089999999,USA,Pennsylvania,Indiana County,Claypoole Heights,15701,Philadelphia Street,2440,10,"2440 Philadelphia Street, Claypoole Heights, PA 15701, United States of America",number
Dollar General # 18160,367 Freeport Rd,Butler,PA,16002,"367 Freeport Rd Butler, PA 16002",40.815888,-79.84648799999999,USA,Pennsylvania,Butler County,Jefferson Township,16002,Freeport Road,367,10,"367 Freeport Road, Jefferson Township, PA 16002, United States of America",number
Dollar General # 10247,2 Franklin Village Mall,Kittanning,PA,16201,"2 Franklin Village Mall Kittanning, PA 16201",40.8117094,-79.5409097,USA,Pennsylvania,Armstrong County,West Kittanning,16201,Franklin Hill Road,,9,"Hilltop Plaza, Franklin Hill Road, West Kittanning, PA 16201, United States of America",street
Dollar General # 14032,2820 Mogantown Rd,Smithfield,PA,15478,"2820 Mogantown Rd Smithfield, PA 15478",39.80313,-79.80783,United States of America,Pennsylvania,,Smithfield,,,,6,"Smithfield, PA, United States of America",city
Dollar General # 749,2156 Sheffield Rd,Aliquippa,PA,15001,"2156 Sheffield Rd Aliquippa, PA 15001",40.6070923,-80.279837,USA,Pennsylvania,Beaver County,Aliquippa,15001,Sheffield Road,2156,10,"2156 Sheffield Road, Aliquippa, PA 15001, United States of America",number
Dollar General # 4274,13606 Sr 422,Kittanning,PA,16201,"13606 Sr 422 Kittanning, PA 16201",40.790442,-79.456547,United States of America,Pennsylvania,,Kittanning,,US Rte 422,,6,"US Rte 422, Kittanning, PA, United States of America",street
Dollar General # 6081,1297 Pitt St,Jennerstown,PA,15547,"1297 Pitt St Jennerstown, PA 15547",40.155799,-79.0557304,USA,Pennsylvania,Somerset County,Jennerstown,15547,Pitt Street,,9,"Pitt Street, Jennerstown, PA 15547, United States of America",street
Dollar General # 15407,3701 National Pike,Farmington,PA,15437,"3701 National Pike Farmington, PA 15437",39.7804818,-79.50934100000001,USA,Pennsylvania,Fayette County,Henry Clay Township,15437,National Pike,,7,"National Pike, Henry Clay Township, PA 15437, United States of America",street
Dollar General # 4242,421 N 4th St,Indiana,PA,15701,"421 N 4th St Indiana, PA 15701",40.6290484,-79.1454981,USA,Pennsylvania,Indiana County,Indiana,15701,North 4th Street,421,10,"421 North 4th Street, Indiana, PA 15701, United States of America",number
Dollar General # 8412,6858 Route 711 Ste 8,Seward,PA,15954,"6858 Route 711 Ste 8 Seward, PA 15954",40.407529,-79.021923,United States of America,Pennsylvania,,Seward,,State Rte 711,,8,"State Rte 711, Seward, PA, United States of America",street
Dollar General # 8978,230 Greater Butler Mart,Butler,PA,16001,"230 Greater Butler Mart Butler, PA 16001",40.8443223,-79.9183895,USA,Pennsylvania,Butler County,Butler Township,16001,Greater Butler Mart,230,9,"Greater Butler Mart Shopping Center, 230 Greater Butler Mart, Butler Township, PA 16001, United States of America",number
Dollar General # 18429,1990 S Eighty Eight Rd,Greensboro,PA,15338,"1990 S Eighty Eight Rd Greensboro, PA 15338",39.805102,-79.93226300000001,United States of America,Pennsylvania,,Greensboro,,S Eighty Eight Rd,,9,"S Eighty Eight Rd, Greensboro, PA, United States of America",street
Dollar General # 115,1475 E High St,Waynesburg,PA,15370,"1475 E High St Waynesburg, PA 15370",39.8963281,-80.1800211,USA,Pennsylvania,Greene County,Waynesburg,15370,East High Street,,9,"East High Street, Waynesburg, PA 15370, United States of America",street
Dollar General # 15370,110 Pleasant Drive,Aliquippa,PA,15001,"110 Pleasant Drive Aliquippa, PA 15001",40.634645,-80.316712,United States of America,Pennsylvania,,Aliquippa,,Pleasant Dr,110,10,"110 Pleasant Dr, Aliquippa, PA, United States of America",number
Dollar General # 16976,511 Route 422 East,Butler,PA,16002,"511 Route 422 East Butler, PA 16002",40.861823,-79.850807,United States of America,Pennsylvania,,Butler,,Rte 422,,4,"Rte 422, Butler, PA, United States of America",street
Dollar General # 2758,119 N Main St,Butler,PA,16001,"119 N Main St Butler, PA 16001",40.8614472,-79.8953611,USA,Pennsylvania,Butler County,Butler,16001,North Main Street,119,10,"119 North Main Street, Butler, PA 16001, United States of America",number
Dollar General # 16806,4541 Rte 40,Claysville,PA,15323,"4541 Rte 40 Claysville, PA 15323",40.122221,-80.401577,United States of America,Pennsylvania,,Claysville,,State Rte 40,,8,"State Rte 40, Claysville, PA, United States of America",street
Dollar General # 7646,4306 Glades Pike,Somerset,PA,15501,"4306 Glades Pike Somerset, PA 15501",40.0098485,-79.1030488,USA,Pennsylvania,Somerset County,Somerset,15501,Glades Pike,4306,10,"4306 Glades Pike, Somerset, PA 15501, United States of America",number
Dollar General # 4403,1606 N Center Ave Ste 160,Somerset,PA,15501,"1606 N Center Ave Ste 160 Somerset, PA 15501",40.037588,-79.0733022,USA,Pennsylvania,Somerset County,Husband,15501,North Center Avenue,1606,9,"Yamato Steak House of Japan, 1606 North Center Avenue, Husband, PA 15501, United States of America",number
Dollar General # 15723,521 Evans City Road,Butler,PA,16001,"521 Evans City Road Butler, PA 16001",40.8607447,-79.9705747,USA,Pennsylvania,Butler County,Butler Township,16001,Evans City Road,521,10,"521 Evans City Road, Butler Township, PA 16001, United States of America",number
Dollar General # 10025,300 Brighton Ave,Rochester,PA,15074,"300 Brighton Ave Rochester, PA 15074",40.7020087,-80.28575069999999,USA,Pennsylvania,Beaver County,Rochester,15074,Brighton Avenue,,9,"Brighton Avenue, Rochester, PA 15074, United States of America",street
Dollar General # 5817,4065 3rd St,Nu Mine,PA,16244,"4065 3rd St Nu Mine, PA 16244",40.799089,-79.311363,United States of America,Pennsylvania,,Rural Valley,,E Main St,,4,"E Main St, Rural Valley, PA, United States of America",street
Dollar General # 3322,295 Butler Cmns,Butler,PA,16001,"295 Butler Cmns Butler, PA 16001",40.875627,-79.94345300000001,United States of America,Pennsylvania,,Butler,,Butler Cmns,295,10,"295 Butler Cmns, Butler, PA, United States of America",number
Dollar General # 11772,1623 Penn Ave,Hollsopple,PA,15935,"1623 Penn Ave Hollsopple, PA 15935",40.2074006,-78.97792750000001,USA,Pennsylvania,Somerset County,Conemaugh Township,15935,Penn Avenue,1623,10,"1623 Penn Avenue, Conemaugh Township, PA 15935, United States of America",number
Dollar General # 2973,1708 Lyter Dr,Johnstown,PA,15905,"1708 Lyter Dr Johnstown, PA 15905",40.322603,-78.95555299999999,United States of America,Pennsylvania,,Johnstown,,Lyter Dr,1708,10,"1708 Lyter Dr, Johnstown, PA, United States of America",number
Dollar General # 11477,200 State Ave,Beaver,PA,15009,"200 State Ave Beaver, PA 15009",40.687628,-80.322076,United States of America,Pennsylvania,,Beaver,,State St,,7,"State St, Beaver, PA, United States of America",street
Dollar General # 6964,234 E Main St,Somerset,PA,15501,"234 E Main St Somerset, PA 15501",40.008461,-79.075187,USA,Pennsylvania,Somerset County,Somerset,15501,East Main Street,234,10,"234 East Main Street, Somerset, PA 15501, United States of America",number
Dollar General # 7063,820 Casselman St,Confluence,PA,15424,"820 Casselman St Confluence, PA 15424",39.807673,-79.35465600000001,USA,Pennsylvania,Somerset County,Confluence,15424,Casselman Street,820,10,"820 Casselman Street, Confluence, PA 15424, United States of America",number
Dollar General # 9120,340 Sheridan St,Johnstown,PA,15906,"340 Sheridan St Johnstown, PA 15906",40.3506641,-78.943828,USA,Pennsylvania,Cambria County,Johnstown,15906,Sheridan Street,340,10,"340 Sheridan Street, Johnstown, PA 15906, United States of America",number
Dollar General # 8757,1627 N Main Street,Butler,PA,16001,"1627 N Main Street Butler, PA 16001",40.8959674,-79.907495,USA,Pennsylvania,Butler County,Center Township,16001,North Main Street,,9,"North Main Street, Center Township, PA 16001, United States of America",street
Dollar General # 15310,300 Goucher St,Johnstown,PA,15905,"300 Goucher St Johnstown, PA 15905",40.291004,-78.927268,United States of America,Pennsylvania,,Johnstown,,Goucher St,300,10,"300 Goucher St, Johnstown, PA, United States of America",number
Dollar General # 16242,116 South Main Street,Davidsville,PA,15928,"116 South Main Street Davidsville, PA 15928",40.2261854,-78.93758510000001,USA,Pennsylvania,Somerset County,Conemaugh Township,15928,South Main Street,116,10,"116 South Main Street, Conemaugh Township, PA 15928, United States of America",number
