name,address1,city,state,zip,full_address,g_lat,g_lon,g_country,g_state,g_county,g_city,g_postcode,g_street,g_number,g_confidence,g_formatted,g_quality
Dollar General # 15084,2471 Lancaster Pike,Shillington,PA,19607,"2471 Lancaster Pike Shillington, PA 19607",40.299135,-75.994947,United States of America,Pennsylvania,,Reading,,Lancaster Pike,,8,"Lancaster Pike, Reading, PA, United States of America",street
Dollar General # 15584,100 Chestnut St,Birdsboro,PA,19508,"100 Chestnut St Birdsboro, PA 19508",40.2643634,-75.7989329,USA,Pennsylvania,Berks County,Birdsboro,19508,Chestnut Street,100,10,"Dollar General, 100 Chestnut Street, Birdsboro, PA 19508, United States of America",number
Dollar General # 18310,103 N Monocacy Creek Rd,Douglassville,PA,19518,"103 N Monocacy Creek Rd Douglassville, PA 19518",40.266073,-75.751999,United States of America,Pennsylvania,,Douglassville,,N Monocacy Creek Rd,103,10,"103 N Monocacy Creek Rd, Douglassville, PA, United States of America",number
Dollar General # 1549,1300 N Charlotte St,Pottstown,PA,19464,"1300 N Charlotte St Pottstown, PA 19464",40.2568353,-75.639011,USA,Pennsylvania,Montgomery County,Pottstown,19464,Charlotte Street,,8,"Charlotte Street, Pottstown, PA 19464, United States of America",street
Dollar General # 232,161 N Main St,Dublin,PA,18917,"161 N Main St Dublin, PA 18917",40.375017,-75.208096,United States of America,Pennsylvania,,Dublin,,N Main St,161,10,"161 N Main St, Dublin, PA, United States of America",number
Dollar General # 6892,1620 W High St,Stowe,PA,19464,"1620 W High St Stowe, PA 19464",40.2459685,-75.6873691,USA,Pennsylvania,Montgomery County,West Pottsgrove,19464,West High Street,1620,10,"1620 West High Street, West Pottsgrove, PA 19464, United States of America",number
Dollar General # 987,5847 Easton Rd,Plumsteadville,PA,18949,"5847 Easton Rd Plumsteadville, PA 18949",40.3870967,-75.1452441,USA,Pennsylvania,Bucks County,Plumstead Township,18949,Easton Road,5847,9,"Dollar General, 5847 Easton Road, Plumstead Township, PA 18949, United States of America",number
Dollar General # 12465,314 N Lewis Rd,Royersford,PA,19468,"314 N Lewis Rd Royersford, PA 19468",40.1948038,-75.53446940000001,USA,Pennsylvania,Montgomery County,Royersford,19468,North Lewis Road,314,10,"314 North Lewis Road, Royersford, PA 19468, United States of America",number
Dollar General # 3968,2846 Main St Ste 12,Morgantown,PA,19543,"2846 Main St Ste 12 Morgantown, PA 19543",40.1519464,-75.901071,USA,Pennsylvania,Lancaster County,,19543,Main Street,2846,10,"2846 Main Street, Lancaster County, PA 19543, United States of America",number
Dollar General # 11003,2637 W Ridge Pike,Eagleville,PA,19403,"2637 W Ridge Pike Eagleville, PA 19403",40.134071,-75.42597000000001,United States of America,Pennsylvania,,Norristown,,Eagleville Rd,,6,"Eagleville Rd, Norristown, PA, United States of America",street
Dollar General # 2409,419 W Main St,New Holland,PA,17557,"419 W Main St New Holland, PA 17557",40.099147,-76.100336,USA,Pennsylvania,Lancaster County,New Holland,17557,West Main Street,419,10,"419 West Main Street, New Holland, PA 17557, United States of America",number
Dollar General # 10481,35 W Main St,Leola,PA,17540,"35 W Main St Leola, PA 17540",40.0880123,-76.18556239999999,USA,Pennsylvania,Lancaster County,Leola,17540,West Main Street,35,10,"35 West Main Street, Leola, PA 17540, United States of America",number
Dollar General # 8436,3337 Lincoln Hwy E,Paradise,PA,17562,"3337 Lincoln Hwy E Paradise, PA 17562",40.00598,-76.11060980000001,USA,Pennsylvania,Lancaster County,,17529,Lincoln Highway East,,9,"Lincoln Highway East, Paradise, PA 17529, United States of America",street
Dollar General # 327,2725 E Lincoln Hwy,Coatesville,PA,19320,"2725 E Lincoln Hwy Coatesville, PA 19320",39.9861247,-75.8064526,USA,Pennsylvania,Chester County,Coatesville,19335,East Lincoln Highway,,8,"East Lincoln Highway, Coatesville, PA 19335, United States of America",street
Dollar General # 11288,5373 Lincoln Hwy Ste 2,Gap,PA,17527,"5373 Lincoln Hwy Ste 2 Gap, PA 17527",39.9919538,-76.0204957,USA,Pennsylvania,Lancaster County,,17527,Lincoln Highway,5373,10,"5373 Lincoln Highway, Gap, PA 17527, United States of America",number
Dollar General # 16068,1106 West Lincoln Hwy,Coatesville,PA,19320,"1106 West Lincoln Hwy Coatesville, PA 19320",39.9804403,-75.8339234,USA,Pennsylvania,Chester County,Coatesville,19320,West Lincoln Highway,,9,"West Lincoln Highway, Coatesville, PA 19320, United States of America",street
Dollar General # 8403,120-194 North Pine Street,Langhorne,PA,19047,"120-194 North Pine Street Langhorne, PA 19047",40.178723,-74.918115,United States of America,Pennsylvania,,Langhorne,,N Pine St,,9,"N Pine St, Langhorne, PA, United States of America",street
Dollar General # 18313,11749 Bustleton Ave Suite 14,Philadelphia,PA,19116,"11749 Bustleton Ave Suite 14 Philadelphia, PA 19116",40.1196313,-75.0174488,USA,Pennsylvania,Philadelphia County,Philadelphia,19116,Bustleton Avenue,11749,10,"11749 Bustleton Avenue, Philadelphia, PA 19116, United States of America",number
Dollar General # 3288,2600 Willow Street Pike N,Willow Street,PA,17584,"2600 Willow Street Pike N Willow Street, PA 17584",39.986474,-76.281116,United States of America,Pennsylvania,,Willow Street,,Willow Street Pike,,6,"Willow Street Pike, Willow Street, PA, United States of America",street
Dollar General # 19275,332 W Trenton Ave Ste 11,Morrisville,PA,19067,"332 W Trenton Ave Ste 11 Morrisville, PA 19067",40.2107486,-74.7956161,USA,Pennsylvania,Bucks County,Morrisville,19067,West Trenton Avenue,332,10,"332 West Trenton Avenue, Morrisville, PA 19067, United States of America",number
Dollar General # 13359,600 E. Chelten Avenue,Philadelphia,PA,19144,"600 E. Chelten Avenue Philadelphia, PA 19144",40.043195,-75.167023,USA,Pennsylvania,Philadelphia County,Philadelphia,19144,East Chelten Avenue,600,10,"600 East Chelten Avenue, Philadelphia, PA 19144, United States of America",number
Dollar General # 10788,9808 Bustleton Ave,Philadelphia,PA,19115,"9808 Bustleton Ave Philadelphia, PA 19115",40.0899116,-75.0332366,USA,Pennsylvania,Philadelphia County,Philadelphia,19115,Bustleton Avenue,9808,10,"9808 Bustleton Avenue, Philadelphia, PA 19115, United States of America",number
Dollar General # 7912,9355 Krewstown Rd,Philadelphia,PA,19115,"9355 Krewstown Rd Philadelphia, PA 19115",40.0868192,-75.0454573,USA,Pennsylvania,Philadelphia County,Philadelphia,19115,Krewstown Rd,9355,10,"9355 Krewstown Rd, Philadelphia, PA 19115, United States of America",number
Dollar General # 13319,6000 N Broad St Store A,Philadelphia,PA,19141,"6000 N Broad St Store A Philadelphia, PA 19141",40.044426,-75.143547,United States of America,Pennsylvania,,Philadelphia,,N Broad St,,8,"N Broad St, Philadelphia, PA, United States of America",street
Dollar General # 8962,138 W Chelten Ave,Philadelphia,PA,19144,"138 W Chelten Ave Philadelphia, PA 19144",40.0327112,-75.1777845,USA,Pennsylvania,Philadelphia County,Philadelphia,19144,West Chelten Avenue,138,10,"138 West Chelten Avenue, Philadelphia, PA 19144, United States of America",number
Dollar General # 9185,7770 Dungan Rd,Philadelphia,PA,19111,"7770 Dungan Rd Philadelphia, PA 19111",40.0654303,-75.0707812,USA,Pennsylvania,Philadelphia County,Philadelphia,19111,Dungan Road,7770,10,"7770 Dungan Road, Philadelphia, PA 19111, United States of America",number
Dollar General # 15107,5101 Germantown Ave,Philadelphia,PA,19144,"5101 Germantown Ave Philadelphia, PA 19144",40.030382,-75.165556,USA,Pennsylvania,Philadelphia County,Philadelphia,19144,Germantown Avenue,5101,10,"5101 Germantown Avenue, Philadelphia, PA 19144, United States of America",number
Dollar General # 20221,2417 Welsh Rd,Philadelphia,PA,19114,"2417 Welsh Rd Philadelphia, PA 19114",40.0715333,-75.032293,USA,Pennsylvania,Philadelphia County,Philadelphia,19114,Welsh Road,2417,10,"2417 Welsh Road, Philadelphia, PA 19114, United States of America",number
Dollar General # 7879,5921 Rising Sun Ave,Philadelphia,PA,19120,"5921 Rising Sun Ave Philadelphia, PA 19120",40.0446917,-75.10179840000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19120,Rising Sun Avenue,5921,10,"5921 Rising Sun Avenue, Philadelphia, PA 19120, United States of America",number
Dollar General # 19272,4551 New Falls Rd,Levittown,PA,19056,"4551 New Falls Rd Levittown, PA 19056",40.164669,-74.842935,USA,Pennsylvania,Bucks County,Bristol Township,19030,New Falls Rd.,,9,"New Falls Rd., Bristol Township, PA 19030, United States of America",street
Dollar General # 11045,919a Levick St,Philadelphia,PA,19111,"919a Levick St Philadelphia, PA 19111",40.044236,-75.08584999999999,USA,Pennsylvania,Philadelphia County,Philadelphia,19111,Levick Street,919,10,"919 Levick Street, Philadelphia, PA 19111, United States of America",number
Dollar General # 6610,1911 Street Rd,Bensalem,PA,19020,"1911 Street Rd Bensalem, PA 19020",40.1389699,-74.9872122,USA,Pennsylvania,Bucks County,Lower Southampton Township,18974,Street Road,,9,"Street Road, Lower Southampton Township, PA 18974, United States of America",street
Dollar General # 17970,1279 Old Bristol Pike,Morrisville,PA,19067,"1279 Old Bristol Pike Morrisville, PA 19067",40.15835,-74.79836299999999,United States of America,Pennsylvania,,Morrisville,,Old Bristol Pike,,8,"Old Bristol Pike, Morrisville, PA, United States of America",street
Dollar General # 16819,5700 Oxford Ave,Philadelphia,PA,19149,"5700 Oxford Ave Philadelphia, PA 19149",40.032464,-75.08495499999999,USA,Pennsylvania,Philadelphia County,Philadelphia,19149,Oxford Avenue,5700,10,"5700 Oxford Avenue, Philadelphia, PA 19149, United States of America",number
Dollar General # 16385,994 Gap Newport Pike,Cochranville,PA,19330,"994 Gap Newport Pike Cochranville, PA 19330",39.895427,-75.922743,USA,Pennsylvania,Chester County,West Fallowfield Township,19330,Gap-Newport Pike,,9,"Gap-Newport Pike, West Fallowfield Township, PA 19330, United States of America",street
Dollar General # 19279,6587 Roosevelt Blvd,Philadelphia,PA,19149,"6587 Roosevelt Blvd Philadelphia, PA 19149",40.0363231,-75.0666576,USA,Pennsylvania,Philadelphia County,Philadelphia,19149,Roosevelt Boulevard,6587,10,"6587 Roosevelt Boulevard, Philadelphia, PA 19149, United States of America",number
Dollar General # 9532,9212 Frankford Ave,Philadelphia,PA,19114,"9212 Frankford Ave Philadelphia, PA 19114",40.0554335,-75.0039625,USA,Pennsylvania,Philadelphia County,Philadelphia,19114,Frankford Avenue,9212,10,"9212 Frankford Avenue, Philadelphia, PA 19114, United States of America",number
Dollar General # 18244,8045 Frankford Ave Suite 1,Philadelphia,PA,19136,"8045 Frankford Ave Suite 1 Philadelphia, PA 19136",40.0417244,-75.0270122,USA,Pennsylvania,Philadelphia County,Philadelphia,19136,Frankford Avenue,8045,10,"8045 Frankford Avenue, Philadelphia, PA 19136, United States of America",number
Dollar General # 19280,8445 Frankford Ave Ste C,Philadelphia,PA,19136,"8445 Frankford Ave Ste C Philadelphia, PA 19136",40.0445402,-75.01751640000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19136,Frankford Avenue,8445,9,"Liberty Bell Diner, 8445 Frankford Avenue, Philadelphia, PA 19136, United States of America",number
Dollar General # 12908,2815a Ridge Ave,Philadelphia,PA,19121,"2815a Ridge Ave Philadelphia, PA 19121",39.986125,-75.179815,USA,Pennsylvania,Philadelphia County,Philadelphia,19121,Ridge Avenue,2815,10,"2815 Ridge Avenue, Philadelphia, PA 19121, United States of America",number
Dollar General # 12358,1300 W Lehigh Ave,Philadelphia,PA,19132,"1300 W Lehigh Ave Philadelphia, PA 19132",39.993598,-75.152565,USA,Pennsylvania,Philadelphia County,Philadelphia,19132,West Lehigh Avenue,1300,10,"1300 West Lehigh Avenue, Philadelphia, PA 19132, United States of America",number
Dollar General # 19282,9 S 69th St,Upper Darby,PA,19082,"9 S 69th St Upper Darby, PA 19082",39.9613262,-75.2588152,USA,Pennsylvania,Delaware County,Upper Darby,19082,South 69th Street,9,10,"9 South 69th Street, Upper Darby, PA 19082, United States of America",number
Dollar General # 14849,704 Garrett Rd,Upper Darby,PA,19082,"704 Garrett Rd Upper Darby, PA 19082",39.9580653,-75.2677393,USA,Pennsylvania,Delaware County,Upper Darby,19082,Garrett Road,704,10,"704 Garrett Road, Upper Darby, PA 19082, United States of America",number
Dollar General # 12067,1240 E Erie Ave,Philadelphia,PA,19124,"1240 E Erie Ave Philadelphia, PA 19124",40.0088342,-75.1486939,USA,Pennsylvania,Philadelphia County,Philadelphia,19140,East Erie Avenue,1240,10,"1240 East Erie Avenue, Philadelphia, PA 19140, United States of America",number
Dollar General # 220,17 E State St,Quarryville,PA,17566,"17 E State St Quarryville, PA 17566",39.8972994,-76.1629408,USA,Pennsylvania,Lancaster County,Quarryville,17566,East State Street,17,10,"17 East State Street, Quarryville, PA 17566, United States of America",number
Dollar General # 13947,801 N. 48th Street,Philadelphia,PA,19139,"801 N. 48th Street Philadelphia, PA 19139",39.9664739,-75.21678180000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19139,North 48th Street,801,10,"801 North 48th Street, Philadelphia, PA 19139, United States of America",number
Dollar General # 11047,610 Bristol Pike,Bristol,PA,19007,"610 Bristol Pike Bristol, PA 19007",40.1060614,-74.8590389,USA,Pennsylvania,Bucks County,Bristol,19007,Bristol Pike,610,10,"610 Bristol Pike, Bristol, PA 19007, United States of America",number
Dollar General # 18067,2101 E Allegheny Ave,Philadelphia,PA,19134,"2101 E Allegheny Ave Philadelphia, PA 19134",39.9920053,-75.10955439999999,USA,Pennsylvania,Philadelphia County,Philadelphia,19134,East Allegheny Avenue,2101,10,"2101 East Allegheny Avenue, Philadelphia, PA 19134, United States of America",number
Dollar General # 19271,63 N Union Ave,Lansdowne,PA,19050,"63 N Union Ave Lansdowne, PA 19050",39.9425517,-75.2662735,USA,Pennsylvania,Delaware County,Lansdowne,19050,Union Avenue,63,10,"63 Union Avenue, Lansdowne, PA 19050, United States of America",number
Dollar General # 13188,3501 Cedar St,Philadelphia,PA,19134,"3501 Cedar St Philadelphia, PA 19134",39.991724,-75.098705,USA,Pennsylvania,Philadelphia County,Philadelphia,19134,Cedar Street,3501,10,"3501 Cedar Street, Philadelphia, PA 19134, United States of America",number
Dollar General # 14790,901 West Girard Ave.,Philadelphia,PA,19123,"901 West Girard Ave. Philadelphia, PA 19123",39.970609,-75.151098,USA,Pennsylvania,Philadelphia County,Philadelphia,19123,West Girard Avenue,901,10,"901 West Girard Avenue, Philadelphia, PA 19123, United States of America",number
Dollar General # 19278,2495 Aramingo Ave,Philadelphia,PA,19125,"2495 Aramingo Ave Philadelphia, PA 19125",39.9762077,-75.11971990000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19125,Aramingo Avenue,2495,10,"2495 Aramingo Avenue, Philadelphia, PA 19125, United States of America",number
DGX # 18538,1001 N 2nd St,Philadelphia,PA,19123,"1001 N 2nd St Philadelphia, PA 19123",39.9670501,-75.13984550000001,USA,Pennsylvania,Philadelphia County,Philadelphia,19123,North 2nd Street,1001,9,"Urban Village Brewing Company, 1001 North 2nd Street, Philadelphia, PA 19123, United States of America",number
Dollar General # 12415,501 Spring Garden St,Philadelphia,PA,19123,"501 Spring Garden St Philadelphia, PA 19123",39.9610424,-75.14678619999999,USA,Pennsylvania,Philadelphia County,Philadelphia,19123,Spring Garden Street,501,10,"501 Spring Garden Street, Philadelphia, PA 19123, United States of America",number
Dollar General # 19028,901 Cedar Ave,Yeadon,PA,19050,"901 Cedar Ave Yeadon, PA 19050",39.922785,-75.255858,USA,Pennsylvania,Delaware County,Darby,19023,Cedar Avenue,901,10,"901 Cedar Avenue, Darby, PA 19023, United States of America",number
Dollar General # 11242,6140 Woodland Ave,Philadelphia,PA,19142,"6140 Woodland Ave Philadelphia, PA 19142",39.9286823,-75.2297562,USA,Pennsylvania,Philadelphia County,Philadelphia,19142,Woodland Avenue,6140,10,"6140 Woodland Avenue, Philadelphia, PA 19142, United States of America",number
Dollar General # 10553,33b Friendly Dr,Quarryville,PA,17566,"33b Friendly Dr Quarryville, PA 17566",39.871538,-76.22575399999999,United States of America,Pennsylvania,,Quarryville,,Friendly Dr,33,10,"33 Friendly Dr, Quarryville, PA, United States of America",number
Dollar General # 15369,1106 Chester Pike - Us 13,Sharon Hill,PA,19079,"1106 Chester Pike - Us 13 Sharon Hill, PA 19079",39.908672,-75.273802,United States of America,Pennsylvania,,Sharon Hill,,Chester Pike,,9,"Chester Pike, Sharon Hill, PA, United States of America",street
Dollar General # 3415,345 Scarlet Rd,Kennett Square,PA,19348,"345 Scarlet Rd Kennett Square, PA 19348",39.828845,-75.679693,United States of America,Pennsylvania,,Kennett Square,,Scarlet Rd,,8,"Scarlet Rd, Kennett Square, PA, United States of America",street
Dollar General # 13755,2120 S. 23rd Street,Philadelphia,PA,19145,"2120 S. 23rd Street Philadelphia, PA 19145",39.9253011,-75.1847144,USA,Pennsylvania,Philadelphia County,Philadelphia,19145,South 23rd Street,2120,10,"2120 South 23rd Street, Philadelphia, PA 19145, United States of America",number
Dollar General # 15941,7620 Lindbergh Blvd,Philadelphia,PA,19153,"7620 Lindbergh Blvd Philadelphia, PA 19153",39.9045511,-75.2379748,USA,Pennsylvania,Philadelphia County,Philadelphia,19153,Lindbergh Boulevard,7620,10,"7620 Lindbergh Boulevard, Philadelphia, PA 19153, United States of America",number
Dollar General # 19277,2201 Oregon Ave,Philadelphia,PA,19145,"2201 Oregon Ave Philadelphia, PA 19145",39.9183817,-75.1845909,USA,Pennsylvania,Philadelphia County,Philadelphia,19145,Oregon Avenue,2201,10,"2201 Oregon Avenue, Philadelphia, PA 19145, United States of America",number
Dollar General # 18038,1871 Delmar Dr,Folcroft,PA,19032,"1871 Delmar Dr Folcroft, PA 19032",39.8921704,-75.2826038,USA,Pennsylvania,Delaware County,Folcroft,19032,Delmar Drive,1871,10,"1871 Delmar Drive, Folcroft, PA 19032, United States of America",number
Dollar General # 14498,2715 S Front Street,Philadelphia,PA,19148,"2715 S Front Street Philadelphia, PA 19148",39.9136873,-75.14998629999999,USA,Pennsylvania,Philadelphia County,Philadelphia,19148,South Front Street,2715,9,"Whitman Plaza, 2715 South Front Street, Philadelphia, PA 19148, United States of America",number
Dollar General # 16389,801 Ave Of The States,Chester,PA,19013,"801 Ave Of The States Chester, PA 19013",39.8519961,-75.3603513,USA,Pennsylvania,Delaware County,Chester,19013,Avenue of the States,801,9,"Dollar General, 801 Avenue of the States, Chester, PA 19013, United States of America",number
Dollar General # 16680,1200 Highland Ave,Chester,PA,19013,"1200 Highland Ave Chester, PA 19013",39.8381132,-75.3986228,USA,Pennsylvania,Delaware County,Chester,19013,Highland Avenue,1200,9,"Dollar General, 1200 Highland Avenue, Chester, PA 19013, United States of America",number
Dollar General # 16877,2617 Delta Rd,Brogue,PA,17309,"2617 Delta Rd Brogue, PA 17309",39.8799257,-76.5250748,USA,Pennsylvania,York County,Chanceford Township,17309,Delta Road,,7,"Delta Road, Chanceford Township, PA 17309, United States of America",street
Dollar General # 16233,1993 Lancaster Pike,Peach Bottom,PA,17563,"1993 Lancaster Pike Peach Bottom, PA 17563",39.787541,-76.183076,United States of America,Pennsylvania,,Peach Bottom,,Lancaster Pike,1993,10,"1993 Lancaster Pike, Peach Bottom, PA, United States of America",number
Dollar General # 15261,18 Rich Lynn Dr.,Delta,PA,17314,"18 Rich Lynn Dr. Delta, PA 17314",39.7239678,-76.34280440000001,USA,Pennsylvania,York County,Peach Bottom Township,17314,Rich Lynn Drive,,9,"Rich Lynn Drive, Peach Bottom Township, PA 17314, United States of America",street
Dollar General # 968,345 N 3rd St,Oxford,PA,19363,"345 N 3rd St Oxford, PA 19363",39.7896674,-75.97817379999999,USA,Pennsylvania,Chester County,Oxford,19363,North 3rd Street,,9,"North 3rd Street, Oxford, PA 19363, United States of America",street
Dollar General # 17276,175 N Market St,Fawn Grove,PA,17321,"175 N Market St Fawn Grove, PA 17321",39.7311324,-76.4516064,USA,Pennsylvania,York County,Fawn Grove,17321,North Market Street,175,10,"175 North Market Street, Fawn Grove, PA 17321, United States of America",number
Dollar General # 16239,2636 Baltimore Pike,Nottingham,PA,19362,"2636 Baltimore Pike Nottingham, PA 19362",39.7541706,-76.01390429999999,USA,Pennsylvania,Chester County,East Nottingham Township,19363,Baltimore Pike,2636,10,"2636 Baltimore Pike, East Nottingham Township, PA 19363, United States of America",number
Dollar General # 16326,15 North Hill Street,Stewartstown,PA,17363,"15 North Hill Street Stewartstown, PA 17363",39.754774,-76.595697,USA,Pennsylvania,York County,Stewartstown,17363,North Hill Street,15,10,"15 North Hill Street, Stewartstown, PA 17363, United States of America",number
Family Dollar #6048,929 Easton Rd,Abington,PA,19001,"929 Easton Rd Abington, PA 19001",40.1174247,-75.1369,USA,Pennsylvania,Montgomery County,Abington Township,19001,Easton Road,929,10,"929 Easton Road, Abington Township, PA 19001, United States of America",number
Family Dollar #11212,100 E State Street,Albion,PA,16401,"100 E State Street Albion, PA 16401",41.8909076,-80.3650791,USA,Pennsylvania,Erie County,Albion,16475,East State Street,,9,"East State Street, Albion, PA 16475, United States of America",street
Family Dollar #11817,123 N 9th Street,Allentown,PA,18102,"123 N 9th Street Allentown, PA 18102",40.603136,-75.4762774,USA,Pennsylvania,Lehigh County,Allentown,18102,North 9th Street,123,10,"123 North 9th Street, Allentown, PA 18102, United States of America",number
Family Dollar #12035,1735 South 4th Street,Allentown,PA,18103,"1735 South 4th Street Allentown, PA 18103",40.5836361,-75.4581209,USA,Pennsylvania,Lehigh County,Allentown,18103,South 4th Street,1735,10,"1735 South 4th Street, Allentown, PA 18103, United States of America",number
Family Dollar #1051,200 E Pleasant Valley Blvd,Altoona,PA,16602,"200 E Pleasant Valley Blvd Altoona, PA 16602",40.515788,-78.376593,USA,Pennsylvania,Blair County,Altoona,16602,Pleasant Valley Boulevard,200,10,"200 Pleasant Valley Boulevard, Altoona, PA 16602, United States of America",number
Family Dollar #2589,107 North Plaza,Apollo,PA,15613,"107 North Plaza Apollo, PA 15613",40.304169,-79.674656,United States of America,Pennsylvania,,Irwin,,Naples Dr,,6,"Naples Dr, Irwin, PA, United States of America",street
Family Dollar #6575,43 S Main St,Ashley,PA,18706,"43 S Main St Ashley, PA 18706",41.2115538,-75.90165,USA,Pennsylvania,Luzerne County,Ashley,18706,South Main Street,43,10,"Family Dollar, 43 South Main Street, Ashley, PA 18706, United States of America",number
Family Dollar #1845,1526 7th Ave,Beaver Falls,PA,15010,"1526 7th Ave Beaver Falls, PA 15010",40.7562828,-80.3193133,USA,Pennsylvania,Beaver County,Beaver Falls,15010,7th Avenue,1526,10,"1526 7th Avenue, Beaver Falls, PA 15010, United States of America",number
Family Dollar #5518,607 Lincoln Ave,Bellevue,PA,15202,"607 Lincoln Ave Bellevue, PA 15202",40.4969556,-80.05858069999999,USA,Pennsylvania,Allegheny County,Bellevue,15202,Lincoln Avenue,607,10,"607 Lincoln Avenue, Bellevue, PA 15202, United States of America",number
Family Dollar #719,834 Main Street,Bentleyville,PA,15314,"834 Main Street Bentleyville, PA 15314",40.1194561,-80.0068327,USA,Pennsylvania,Washington County,Bentleyville,15314,Main Street,834,10,"834 Main Street, Bentleyville, PA 15314, United States of America",number
Family Dollar #4602,1729 W Front Street,Berwick,PA,18603,"1729 W Front Street Berwick, PA 18603",41.0481137,-76.2655091,USA,Pennsylvania,Columbia County,Berwick,18603,West Front Street,1729,10,"1729 West Front Street, Berwick, PA 18603, United States of America",number
Family Dollar #9353,1319 West Broad St,Bethlehem,PA,18018,"1319 West Broad St Bethlehem, PA 18018",40.6222969,-75.4013368,USA,Pennsylvania,Lehigh County,Bethlehem,18018,West Broad Street,1319,9,"Family Dollar, 1319 West Broad Street, Bethlehem, PA 18018, United States of America",number
Family Dollar #8792,3460 Biglerville Rd.,Biglerville,PA,17307,"3460 Biglerville Rd. Biglerville, PA 17307",39.9227794,-77.248397,USA,Pennsylvania,Adams County,Biglerville,17307,Biglerville Road,3460,10,"3460 Biglerville Road, Biglerville, PA 17307, United States of America",number
Family Dollar #11213,126 East Main Street,Big Run,PA,15715,"126 East Main Street Big Run, PA 15715",40.9668254,-78.876653,USA,Pennsylvania,Jefferson County,Big Run,15715,East Main Street,126,10,"126 East Main Street, Big Run, PA 15715, United States of America",number
Family Dollar #4079,248 Pa-940,Blakeslee,PA,18610,"248 Pa-940 Blakeslee, PA 18610",41.0901441,-75.59316,USA,Pennsylvania,Monroe County,Tobyhanna Township,18610,PA 940,248,10,"Blakeslee's Corner, 248 PA 940, Tobyhanna Township, PA 18610, United States of America",number
Family Dollar #7584,1002 Atkinson Way,Boswell,PA,15531,"1002 Atkinson Way Boswell, PA 15531",40.1599983,-79.0343331,USA,Pennsylvania,Somerset County,Boswell,15531,Atkinson Way,,9,"Atkinson Way, Boswell, PA 15531, United States of America",street
Family Dollar #6347,401 6th St(Pittsburgh),Braddock,PA,15104,"401 6th St(Pittsburgh) Braddock, PA 15104",40.403283,-79.868588,United States of America,Pennsylvania,,Braddock,,6th St,,9,"6th St, Braddock, PA, United States of America",street
Family Dollar #10736,5150 Railroad Avenue,Broad Top City,PA,16621,"5150 Railroad Avenue Broad Top City, PA 16621",40.202134,-78.139461,United States of America,Pennsylvania,,Broad Top,,Railroad Ave,,6,"Railroad Ave, Broad Top, PA, United States of America",street
Family Dollar #6533,235 Allegheny Rd,Brookville,PA,15825,"235 Allegheny Rd Brookville, PA 15825",41.173562,-79.09810899999999,United States of America,Pennsylvania,,Brookville,,Allegheny Blvd,,8,"Allegheny Blvd, Brookville, PA, United States of America",street
Family Dollar #1671,1402 Main St,Burgettstown,PA,15021,"1402 Main St Burgettstown, PA 15021",40.3842568,-80.3920119,USA,Pennsylvania,Washington County,Burgettstown,15021,Main Street,,9,"Main Street, Burgettstown, PA 15021, United States of America",street
Family Dollar #11826,362 E High Street,Carlisle,PA,17013,"362 E High Street Carlisle, PA 17013",40.2008231,-77.1824178,USA,Pennsylvania,Cumberland County,Carlisle,17013,East High Street,362,10,"362 East High Street, Carlisle, PA 17013, United States of America",number
Family Dollar #8446,1706 Spring Rd.,Carlisle,PA,17013,"1706 Spring Rd. Carlisle, PA 17013",40.272687,-77.16251200000001,USA,Pennsylvania,Cumberland County,Carlisle Springs,17013,Spring Road,,9,"Spring Road, Carlisle Springs, PA 17013, United States of America",street
Family Dollar #4708,300 Broadway St,Carnegie,PA,15106,"300 Broadway St Carnegie, PA 15106",40.408194,-80.085537,USA,Pennsylvania,Allegheny County,Carnegie,15106,Broadway Street,300,10,"300 Broadway Street, Carnegie, PA 15106, United States of America",number
Family Dollar #10409,3835 Lincoln Way West,Chambersburg,PA,17202,"3835 Lincoln Way West Chambersburg, PA 17202",39.9375667,-77.6613662,USA,Pennsylvania,Franklin County,Chambersburg,17201,Lincoln Way West,,9,"Lincoln Way West, Chambersburg, PA 17201, United States of America",street
Family Dollar #11742,1500 Edgmont Avenue,Chester,PA,19013,"1500 Edgmont Avenue Chester, PA 19013",39.8598375,-75.3633428,USA,Pennsylvania,Delaware County,Chester,19013,Edgmont Avenue,1500,10,"Family Dollar, 1500 Edgmont Avenue, Chester, PA 19013, United States of America",number
Family Dollar #1707,1915 W 9th Street,Chester,PA,19013,"1915 W 9th Street Chester, PA 19013",39.8409276,-75.3855459,USA,Pennsylvania,Delaware County,Chester,19013,West 9th Street,1915,10,"Family Dollar, 1915 West 9th Street, Chester, PA 19013, United States of America",number
Family Dollar #6601,3100 W 9th St,Chester,PA,19013,"3100 W 9th St Chester, PA 19013",39.8338311,-75.39852380000001,USA,Pennsylvania,Delaware County,Trainer,19013,West 9th Street,3100,10,"Family Dollar, 3100 West 9th Street, Trainer, PA 19013, United States of America",number
